age_years,sqft,rooms,bedrooms,bathrooms,pool,garage,zip_median_income,dist_transit_ft,trust_score,house_value
39.5,1507,3,2,1,0,0,54421,5899,7,908982
10.9,1852,5,3,2,0,0,40000,2253,5,708307
105.9,2215,6,4,2,0,0,88871,2342,8,1266600
18.9,2285,6,4,2,0,0,57811,1010,8,1316652
31.2,3484,8,5,3,0,0,56502,1498,7,1068361
25.0,1097,2,1,1,0,0,76235,1733,7,1069218
40.8,4621,10,5,3,0,1,40707,2523,5,1500000
14.4,879,3,2,1,0,0,84565,1365,7,618600
25.8,1774,4,2,2,0,1,63034,1187,7,1061154
42.3,1153,3,2,1,0,0,46684,2836,6,623764
61.3,1298,4,2,2,0,0,56721,1533,7,518499
59.3,2357,7,4,3,0,1,95368,1876,8,1105686
34.0,2333,6,4,2,0,0,40000,597,6,943441
43.2,2411,6,3,2,0,1,71981,1161,6,1120878
21.3,2127,5,3,2,0,0,40000,3206,5,882121
92.7,1513,4,2,2,0,1,40000,1181,6,894648
13.4,3495,8,5,3,0,1,89822,2031,7,1226932
52.1,1116,3,2,1,0,1,58019,1754,7,718253
50.7,1638,4,3,1,0,0,47909,2151,6,700232
59.8,2308,5,3,2,0,1,91405,2058,8,740065
38.7,2047,6,3,3,0,0,57397,1342,7,880072
38.9,2065,4,3,1,0,0,48084,2120,5,735176
77.1,2851,6,4,2,0,1,47440,1103,6,1147786
37.6,2666,7,4,3,0,1,43909,1512,7,1005366
74.5,1586,4,2,2,0,0,58067,1353,6,592597
69.7,1746,4,2,2,0,0,40000,1531,7,580566
61.9,1730,4,2,1,0,1,89907,4762,8,763608
27.2,1195,3,2,1,0,1,81631,1783,7,933109
39.8,3499,8,5,3,0,1,61647,4740,5,1424786
31.3,1888,5,2,1,0,0,40000,1087,4,541019
91.6,2383,6,4,2,0,1,142427,7004,8,1088033
45.5,2436,6,4,2,0,1,77206,1451,8,1122481
54.8,2101,5,2,1,0,0,144726,3349,10,1170154
52.1,1685,5,3,2,0,0,49728,999,5,627097
24.9,1097,4,1,1,0,0,58792,3217,7,862503
101.4,2449,6,4,2,0,0,50609,822,5,987741
47.3,1564,3,2,1,0,0,143894,4464,9,708603
10.2,1324,3,2,1,0,1,88247,1053,9,925975
46.6,2036,7,4,3,0,1,67018,475,8,994206
31.9,1284,3,2,1,0,0,53457,1327,8,812723
13.9,1984,5,3,2,0,0,40000,870,5,826722
73.7,2668,7,4,3,0,1,69787,1507,6,1144337
20.7,1220,3,2,1,0,0,107680,1605,10,739252
37.3,2648,5,3,2,0,1,91570,1896,8,841879
53.4,1416,2,1,1,0,0,63482,1514,6,677852
20.6,5000,10,5,3,0,1,92195,1243,8,1500000
55.9,987,2,1,1,0,0,59255,671,7,498046
44.3,2656,6,4,2,0,0,61391,3785,4,652795
77.9,1032,3,2,1,0,0,44751,4061,4,638011
24.6,2430,7,4,3,0,0,103964,1376,8,1202333
92.5,1829,4,3,1,0,0,116223,4528,9,1096968
44.1,1401,3,1,1,0,0,80601,2780,7,664241
87.6,2087,5,3,2,0,0,42580,2703,5,960671
58.9,4827,10,5,3,0,1,40000,1486,7,1500000
55.9,3729,9,5,3,0,0,40000,1196,6,1004941
70.6,1611,3,2,1,0,0,63214,2506,8,1036487
53.4,2242,4,2,2,0,1,45597,1848,5,1045436
11.5,722,3,2,1,0,1,88174,2298,9,474936
20.0,1932,3,2,1,0,1,51690,1549,4,1080708
17.1,1635,5,3,2,0,0,51785,5439,5,635533
21.0,1876,3,2,1,0,0,64051,2664,9,1098224
9.3,1905,5,3,2,0,0,40000,2140,6,1050388
24.1,2288,5,3,2,0,0,40000,1283,6,924265
68.4,3224,7,4,3,0,0,61148,905,6,1232789
34.1,3017,8,5,3,0,1,92241,1364,9,1167601
25.3,2307,6,3,1,0,0,50955,1488,7,924708
73.9,2357,5,3,2,0,0,46878,1901,5,1021362
30.5,1102,4,2,2,0,0,40000,1498,4,915699
42.8,1871,4,3,1,0,0,52881,724,5,753499
11.2,1354,3,2,1,0,0,65183,2024,6,685438
34.1,1862,4,2,2,0,0,40000,3450,6,600338
27.3,3887,8,5,3,0,0,82018,1151,7,1220368
45.8,1011,2,1,1,0,0,41689,1658,4,631966
32.8,2500,6,4,2,0,0,91198,825,8,1104087
17.6,1342,3,2,1,0,0,47119,1295,7,657627
22.4,1609,5,3,2,0,0,40000,2628,7,851712
34.9,3249,8,5,3,0,1,112426,1433,8,1239757
55.1,1294,3,2,1,0,0,67745,5493,5,854676
29.7,1990,7,4,3,0,1,53602,2480,6,1183657
19.6,1841,4,2,2,0,0,70737,2824,7,1250651
16.3,2612,6,3,2,0,1,49733,1096,5,1092940
55.3,2050,5,3,2,0,1,51131,3154,5,881242
59.0,3154,7,4,2,0,0,40000,3789,6,866052
38.1,1293,3,2,1,0,0,55041,4138,4,843744
46.5,2292,7,4,3,0,1,45651,2525,5,848547
28.4,2047,5,3,2,0,0,87871,3454,8,686199
42.7,1867,4,2,2,0,0,40605,1285,5,692192
50.8,1435,3,2,1,0,1,106367,2463,8,796091
39.9,1637,4,2,2,0,0,51709,2727,7,984874
51.5,1719,4,2,2,0,0,40000,873,6,842887
36.2,1626,5,3,2,0,1,47770,1800,6,896984
22.5,1746,4,2,1,0,0,62084,1320,7,685554
25.1,3312,6,4,2,1,1,41015,1400,5,1260047
40.6,2268,5,3,2,0,0,70507,3361,5,923377
27.0,2118,6,4,2,0,0,51636,603,7,1306579
65.2,1004,3,2,1,0,0,40000,4431,5,594918
41.1,1609,5,3,2,0,1,61260,1315,7,715489
57.4,1458,3,2,1,0,0,89549,3374,8,868866
11.0,2235,6,3,3,0,0,44253,344,7,820527
55.9,2694,6,4,2,0,0,77583,3028,7,1280040
40.4,2228,5,3,2,0,1,112079,1556,8,1282487
10.5,1619,3,2,1,0,1,51831,840,8,1040031
36.7,957,2,1,1,0,1,56164,1627,7,658643
40.8,1799,5,2,1,0,0,58025,1515,7,825889
23.5,2369,7,4,3,1,1,61062,989,7,843865
20.2,2269,5,3,2,0,0,54368,2924,6,676151
40.1,2628,7,4,3,0,1,71904,2872,6,1310039
5.8,3245,8,5,3,0,0,106203,5448,8,1418175
23.1,1511,4,2,1,0,1,85752,1183,8,919224
44.6,2488,6,4,2,0,1,52578,2563,5,1160225
63.7,2054,4,2,1,0,0,74538,776,8,1113956
34.0,2337,5,3,2,0,1,53823,843,6,1023941
58.3,1130,3,1,1,0,0,65911,1266,4,766442
68.4,1843,4,2,2,1,1,92042,2237,8,772099
74.9,3685,8,5,3,0,1,58655,482,6,1313378
67.1,2506,5,3,2,0,1,42625,10000,4,826348
14.3,1623,4,2,1,0,0,52116,2054,6,780996
59.1,1125,3,1,1,0,1,78102,2762,6,933478
14.8,1173,4,2,2,0,0,40000,2233,4,268578
39.9,1707,4,2,2,0,0,54827,1009,7,746548
44.4,2208,5,3,2,0,1,48980,1611,5,1149882
64.5,1689,5,3,2,0,0,78255,2750,7,777319
10.3,1407,3,1,1,0,0,44486,1518,4,559541
16.1,2907,7,4,2,0,0,67455,1220,8,1338594
17.7,1107,4,2,1,0,0,40000,2785,6,897608
27.5,2508,5,3,2,0,0,54288,1061,7,909257
26.5,1229,5,3,2,0,0,106458,4184,8,895833
35.9,1413,4,2,2,0,0,106398,1000,10,1111686
38.0,1864,4,3,1,0,1,40000,1291,6,664799
20.8,3092,8,5,3,0,0,87160,892,9,1238644
32.4,2229,5,2,2,0,1,75746,1745,7,771610
9.0,1327,3,2,1,0,0,113696,3944,7,663547
40.7,1726,5,3,2,0,0,50434,1116,6,943676
56.0,1197,3,2,1,0,0,41014,2669,6,783572
82.5,2248,4,2,1,0,1,50748,1992,6,518808
24.5,3252,7,4,3,0,1,81901,2132,9,1407510
43.7,3183,8,5,3,0,0,70713,1697,7,957059
17.4,3181,7,3,2,0,0,44246,1386,6,1176439
48.8,923,3,2,1,0,0,107354,845,8,853343
46.3,1304,4,2,2,0,1,47739,2108,4,623147
51.5,1416,5,3,2,0,0,131263,1635,10,1082665
32.0,1370,3,2,1,0,0,85775,1504,7,837522
42.9,1792,4,2,1,0,0,68602,2447,6,918709
43.1,1289,3,1,1,1,0,153894,970,10,921247
37.4,1393,3,2,1,0,1,68335,1199,6,897488
109.2,1842,5,3,2,0,0,41975,1556,5,826551
58.8,1985,4,2,2,0,1,69486,1885,6,867428
40.2,3213,7,4,3,0,0,42165,641,6,1102943
40.2,2144,5,3,2,0,0,40000,1997,6,832088
27.8,1429,3,2,1,0,0,62526,3168,6,461495
36.7,3497,8,5,3,0,1,96409,2120,8,1342238
29.3,2632,7,4,3,0,0,40000,1310,4,743835
40.3,1556,4,2,1,0,0,69018,1871,5,1002654
46.3,2077,5,3,2,0,1,59921,988,7,926259
20.5,1417,3,2,1,0,1,55669,2603,5,646666
59.4,1123,2,1,1,0,0,59214,3080,6,688513
42.6,1126,2,1,1,0,0,57807,1906,5,889560
66.1,1872,5,3,2,0,1,60968,465,8,825457
33.4,2578,5,3,2,0,0,65678,3994,7,1469061
25.2,1896,5,3,2,0,0,40000,2398,7,867430
18.3,1289,3,2,1,0,0,46070,3738,5,862420
65.3,2718,5,3,2,0,1,55854,1521,7,1179089
23.3,1230,3,2,1,0,0,76128,2125,8,873702
29.9,2021,5,3,2,0,0,68932,1381,7,1110747
71.5,1952,5,3,2,0,1,105677,2148,9,954556
119.4,4143,8,5,3,0,1,88395,1448,8,1500000
61.3,1284,2,1,1,0,1,90836,3595,8,886049
40.3,1461,4,2,1,0,0,49876,3939,5,828691
51.3,1081,3,2,1,0,0,40000,3743,6,803124
56.7,1866,4,2,2,0,0,76547,1698,7,796519
44.4,1077,3,2,1,0,0,66514,1402,6,793236
77.7,1009,3,2,1,0,0,58045,407,5,581166
74.7,2014,5,3,2,0,1,65395,5169,6,766590
52.1,2945,8,5,3,0,1,49030,679,7,1241820
37.4,2100,5,3,2,0,0,75340,2191,5,821277
48.5,1906,5,3,2,0,0,120034,1153,10,869195
54.2,2705,9,5,4,0,1,82224,4327,8,1116354
76.1,1861,6,4,2,0,0,82989,1603,9,1011710
30.9,1609,5,3,2,0,1,52631,2235,5,813292
21.8,3132,7,4,2,0,0,47983,1716,7,1178235
22.6,1397,3,2,1,0,1,86444,1829,7,614974
35.3,1705,4,2,1,0,0,51063,1406,6,718192
29.8,3286,7,4,3,0,1,65934,1628,7,933773
35.2,3041,7,4,3,0,1,83359,3119,6,1237342
33.7,1658,5,3,2,0,0,40000,2175,5,678604
49.5,1284,3,1,1,0,0,40000,730,7,1043946
40.7,1587,4,3,1,0,1,89205,1211,8,803378
71.6,1571,3,2,1,0,1,51061,2047,5,551090
34.1,1349,4,2,1,0,0,69777,2265,7,666007
88.8,1842,5,3,2,1,0,57279,1996,6,1101733
60.8,828,2,1,1,0,0,73171,739,6,770743
48.1,3639,8,5,3,0,1,64324,3813,6,1427720
58.9,1512,5,3,2,0,0,90856,1180,9,907118
64.4,2711,5,3,2,0,1,48115,1876,6,779673
54.1,1293,3,2,1,0,0,41575,1929,6,658139
16.6,2462,5,3,1,0,1,45558,1550,6,1094492
63.0,2395,6,4,2,1,1,109092,1277,9,1482607
49.9,2315,4,2,1,0,0,47892,1178,6,725160
32.2,3698,8,5,3,0,1,70865,1202,8,1283674
26.9,994,3,2,1,0,1,43563,1230,5,474460
11.3,2168,5,3,2,0,0,99348,830,9,869484
62.1,1680,3,2,1,0,0,76162,1538,8,938444
52.2,3292,7,4,3,0,0,81935,884,6,782569
35.8,1742,3,2,1,0,0,90364,2115,6,585065
116.3,1584,4,2,1,0,1,47505,2405,5,804797
21.6,2498,5,3,2,0,0,65935,1593,7,1187995
22.6,1381,4,2,2,0,1,88478,4444,6,806377
44.1,1488,5,3,2,0,0,44958,2439,7,742641
34.2,2454,6,4,2,0,1,107058,2777,8,972779
52.7,1675,4,3,1,0,1,71055,833,7,833829
18.3,2020,5,3,2,0,1,61518,1566,5,929164
15.1,2534,6,3,2,0,0,55516,690,6,1143134
21.7,2282,5,2,2,0,1,44315,2170,4,1095192
18.1,2582,6,4,2,0,1,71704,1948,6,1249523
44.6,2029,5,3,2,0,0,61855,2022,7,1027093
25.4,1723,5,3,2,0,0,40000,799,5,898782
29.7,738,2,1,1,0,0,58310,2004,6,665484
33.4,834,2,1,1,0,0,77258,1528,6,675511
42.4,1684,3,2,1,0,0,40000,6061,5,376965
88.2,5000,9,5,3,0,1,111537,1874,8,1500000
44.9,1894,5,3,2,0,1,52453,4648,6,744607
63.9,1819,5,3,2,0,1,75527,992,7,857437
43.5,1578,3,2,1,0,0,40000,2634,5,456499
30.3,3377,8,5,3,0,1,61151,1167,5,1059597
64.4,1638,3,2,1,0,0,50302,2785,6,827107
40.9,2025,7,4,3,0,0,42145,1382,5,854887
29.2,3389,8,5,3,0,0,57778,407,5,1034358
24.7,1551,4,2,1,0,0,117083,1865,9,765067
41.0,4039,9,5,3,0,1,58296,1045,6,1265821
32.7,2894,8,5,3,0,0,48911,1761,6,1214143
23.4,1146,4,2,2,0,0,73259,1970,8,890564
120.0,3444,8,5,3,0,0,46749,4052,7,1050736
37.1,2871,7,4,3,0,0,62835,4894,6,1100974
48.5,1434,3,2,1,0,1,90251,2800,6,707252
29.5,1601,4,2,1,0,1,69959,1553,6,1032498
55.8,2720,7,4,3,0,1,45698,951,6,991148
85.0,2215,6,4,2,0,1,86019,2028,9,934890
24.4,2478,6,4,2,0,1,68701,10000,6,1238927
63.9,1183,2,1,1,0,0,48437,1229,5,515800
54.4,1755,5,3,2,0,1,105282,823,9,685579
47.4,1699,5,3,2,0,0,74039,1812,8,715094
39.2,2062,6,4,2,0,0,43915,1421,5,1055851
60.0,1883,5,3,2,0,1,69861,1884,6,894028
88.6,1017,2,1,1,0,0,72926,1560,8,573389
66.0,2622,6,3,1,0,1,58249,1676,6,1095625
24.6,2545,6,3,2,0,1,100846,1980,7,821011
41.7,3983,8,5,3,0,1,56033,1627,6,1198516
48.0,923,2,1,1,0,1,70000,1555,5,853791
27.1,1118,3,2,1,0,0,61021,3550,7,697103
33.3,1309,5,3,2,0,0,45292,1767,5,795533
28.2,1218,3,2,1,0,0,49494,3136,7,348029
13.8,2393,5,3,2,0,0,72871,1605,7,833281
26.2,3504,8,5,3,0,0,55501,1004,8,1325850
31.9,1787,3,2,1,1,1,62243,1024,7,1096761
24.4,1652,5,3,2,0,0,50612,2052,6,891665
63.0,1947,5,3,2,0,0,40500,2214,5,627527
25.5,1393,3,2,1,0,0,56318,2395,6,831164
37.0,3285,6,4,2,0,1,44845,4020,5,1013760
34.6,2484,6,3,3,0,0,59490,970,6,851189
62.9,3401,7,4,2,0,1,46513,4675,5,1129295
30.8,1496,4,1,1,0,0,62585,1268,6,706276
14.7,2834,7,4,3,0,0,94642,949,8,1500000
41.9,2114,5,3,2,0,1,59524,2684,5,1098069
35.3,1337,4,3,1,0,1,127194,3482,9,637310
22.0,1756,4,2,2,0,0,74565,1417,7,963444
19.4,1940,5,3,2,0,0,45449,2372,7,1068570
35.2,2021,5,3,2,0,0,93933,2594,8,867242
97.5,1787,4,2,1,0,0,48618,695,6,806088
25.6,1024,4,2,2,0,0,62337,4197,6,703213
45.3,1577,3,2,1,0,0,53716,1045,6,718687
20.3,1305,3,1,1,0,0,40596,826,5,967787
70.4,2648,6,3,2,0,1,40000,918,5,851047
49.4,2957,6,4,2,0,1,40000,1404,7,1397637
27.7,880,3,2,1,0,0,96324,2369,9,1134751
18.5,1893,5,3,2,0,1,76860,443,7,809647
51.8,1890,5,3,2,0,0,146802,3949,9,1160503
82.1,1477,3,1,1,0,0,40000,2978,5,693714
9.9,2917,7,4,3,0,1,83630,1119,7,1238793
13.5,2652,8,5,3,0,0,63072,3290,5,1158317
54.8,1094,2,1,1,0,0,74506,1398,7,556686
35.8,1848,6,4,2,0,0,62221,2709,6,667129
116.6,2328,6,4,2,0,0,85723,2523,7,1005175
74.5,980,3,1,1,0,1,40000,1242,3,345126
9.2,1256,3,2,1,0,0,89251,3431,8,857975
52.6,1503,3,2,1,0,0,44029,1543,9,814763
57.2,2381,6,4,2,0,1,82625,3563,6,1008628
28.7,1574,4,2,1,0,1,40000,1209,6,749238
16.7,1779,5,3,2,0,1,40000,1949,6,675311
38.6,2030,5,3,2,0,1,41252,1380,5,738012
86.7,2007,3,2,1,0,0,52949,2356,5,648762
25.8,1941,5,3,2,0,1,41749,2098,7,1180115
47.6,1360,3,2,1,0,0,72949,2867,7,599870
42.9,1352,5,3,2,0,0,67942,2348,7,664987
73.9,4013,8,5,3,0,1,46492,2885,4,1266790
39.7,2262,5,3,2,0,0,51107,1878,7,977344
51.7,3340,8,5,3,1,0,61349,1329,7,1014300
55.0,1736,3,2,1,0,0,83357,1877,7,922509
28.6,2431,7,4,3,0,1,58199,4502,5,1014812
10.6,3386,8,5,3,0,1,47562,1998,7,1270876
22.3,1384,4,2,2,0,0,60889,1800,5,780916
29.7,1504,3,2,1,0,0,86314,2289,7,748624
54.7,2583,7,4,3,0,0,78093,4223,6,1359877
14.6,1225,4,3,1,0,1,54192,1696,6,716587
54.9,2360,5,3,2,0,0,65345,1855,7,859869
54.9,2950,7,4,2,0,1,49926,1389,5,1119858
85.7,1782,4,2,2,0,1,43881,1717,5,927997
30.3,2126,5,3,2,0,1,112598,1906,7,1091280
24.2,2820,6,4,2,0,1,40000,2724,4,1132422
82.9,1908,5,3,2,0,0,58900,814,9,797616
20.6,2805,6,4,2,0,1,42902,904,6,1234066
40.7,4081,8,5,3,0,1,70760,1025,6,1358985
27.2,1212,2,1,1,0,0,64759,2717,7,950902
72.2,2289,6,4,2,0,0,104722,1572,8,965975
88.7,2227,5,3,2,0,0,40000,2905,5,490847
57.7,3014,7,4,3,0,1,41363,5651,3,1083850
39.8,1879,5,3,2,0,0,94260,4667,7,901106
14.6,1615,5,3,2,0,1,44828,1734,5,695495
41.1,2497,5,3,2,0,0,47571,584,7,940820
35.0,1773,4,2,2,0,0,117118,1928,10,933615
42.9,1300,4,2,2,0,0,64820,6216,6,839817
52.4,1126,3,2,1,0,0,41831,1486,6,696702
29.7,2799,8,5,3,0,1,98480,942,9,1092263
47.5,1859,4,2,1,0,1,61933,2938,6,739229
41.0,2336,7,4,3,0,1,68385,4869,5,819504
48.6,3128,8,5,3,0,1,59288,3472,5,971687
43.5,1746,3,2,1,0,1,53912,2751,6,918691
24.1,2285,3,2,1,0,0,60614,685,5,1051118
45.4,1979,5,3,2,0,0,72065,1661,6,858159
27.5,1491,3,2,1,0,0,40046,2526,5,863239
20.9,1614,4,2,2,0,0,55969,3628,5,863939
44.1,2146,6,4,2,0,0,41142,1126,7,813820
41.5,3001,8,5,3,0,1,54288,609,6,1294242
36.3,2266,5,3,2,0,0,55414,1030,5,820207
29.2,1474,4,2,1,0,1,55219,1437,6,1077841
18.7,1474,3,2,1,0,1,66072,1974,7,872862
28.1,3055,6,4,2,0,0,56544,1465,8,1031034
46.5,2100,5,2,1,0,0,111747,1923,8,908592
87.5,2331,7,4,3,0,1,58678,1588,7,747759
47.1,2396,6,4,2,0,1,98592,3511,9,895684
44.1,2976,7,4,3,0,1,41840,1798,5,1268252
67.0,4281,9,5,3,0,0,65972,623,8,1377599
43.3,1194,2,1,1,0,0,40000,1144,5,761717
36.8,1189,2,1,1,0,0,47570,1385,6,859605
60.4,2789,6,4,2,0,1,122066,2768,9,1500000
30.2,2058,5,3,2,0,1,40000,2388,6,768393
58.6,2360,5,3,2,0,1,69595,2397,6,1097662
27.4,2570,7,4,3,0,0,80491,1942,9,1045422
27.6,1654,5,3,2,0,0,53724,2691,6,862124
50.1,2206,5,3,2,0,0,74508,2758,7,916508
41.7,3364,8,5,3,0,0,47156,977,6,1134287
13.2,1828,5,3,2,0,0,70049,3427,6,1162657
44.9,1650,3,2,1,0,0,79448,5719,6,612758
32.0,1986,6,3,2,0,1,49403,1396,6,805821
34.2,2393,6,4,2,0,1,45587,1857,4,533626
23.4,2581,7,4,3,0,1,80916,3212,9,1138362
47.7,2426,7,4,3,0,1,48348,2712,5,994838
20.6,1596,4,2,1,0,0,40000,799,4,718576
10.5,2224,5,3,2,0,0,92975,1096,8,1293861
29.4,1569,3,2,1,0,1,62180,3596,6,925294
49.9,1892,6,4,2,0,1,97080,6530,7,840612
39.2,2985,7,4,3,0,1,65830,1187,5,1064271
42.4,1199,2,1,1,0,0,84720,1057,9,685949
11.1,1297,3,2,1,0,0,52865,1217,8,809504
60.7,1193,5,3,2,0,0,40000,3904,5,524615
5.2,2551,5,3,2,0,1,50290,1111,7,1118768
95.0,3505,8,5,3,0,1,79758,1954,5,1262098
50.9,1067,3,1,1,0,0,63430,2102,6,864966
21.2,2092,6,3,3,0,0,40000,1180,6,973007
23.4,1331,2,1,1,0,0,41630,2600,5,815819
34.1,2270,3,2,1,0,1,41513,1417,7,943261
24.9,1509,5,3,2,0,0,40000,944,6,799391
27.9,2456,6,4,2,0,1,48165,1310,5,877240
37.6,963,3,2,1,0,0,74996,1413,8,794353
26.7,2586,6,3,2,0,0,65725,1155,7,1109413
48.3,2170,4,3,1,1,0,46509,1324,6,865590
100.9,4489,9,5,4,0,1,55387,2452,6,1379735
22.0,2554,6,4,2,0,0,69737,5500,5,880931
26.8,4454,9,5,3,0,1,57872,1384,6,1384612
31.0,2135,6,4,2,0,1,75574,8898,5,894770
10.1,712,2,1,1,0,0,98864,9780,6,869786
19.4,1082,3,2,1,0,0,57949,2115,7,662667
16.8,1925,5,2,2,0,0,82897,1316,7,665166
11.6,2566,5,3,2,0,1,67784,1270,8,1267915
34.8,1523,5,3,2,0,1,45314,8518,4,579334
66.6,3943,8,5,3,1,1,77643,2320,7,1374358
39.4,3041,8,5,3,1,1,44045,3203,4,971820
11.2,2909,6,4,2,0,1,67387,2765,5,1280566
41.9,2422,7,4,3,0,0,40000,1836,7,910143
31.2,1862,5,3,2,0,1,54348,2594,5,631672
51.6,2165,6,3,2,0,0,75601,2824,7,983134
45.8,1327,3,1,1,1,0,79849,1192,6,274432
15.5,1598,3,2,1,0,0,58986,779,7,1035620
5.5,1444,4,1,1,0,0,136736,1062,10,934806
66.6,1265,4,2,2,0,0,40000,2160,6,442711
39.1,2557,5,3,2,0,0,75094,2534,6,1090848
37.7,2733,7,4,3,0,0,65902,4991,5,1032010
28.4,2801,7,4,2,0,0,76395,3642,6,936345
16.0,1281,4,2,2,0,0,40000,3826,5,477985
24.3,2113,5,3,2,0,0,55724,1759,7,875662
17.8,1526,3,2,1,0,0,83920,606,9,929853
24.3,2926,7,4,3,0,1,88943,2665,9,1329517
59.7,2404,6,4,2,0,1,46723,873,5,765856
21.4,1055,3,2,1,0,0,40000,1687,6,617724
42.7,2875,6,4,2,0,1,60601,1075,7,1054241
19.4,1582,5,3,2,0,1,50761,1052,5,934078
35.5,1220,3,2,1,0,1,54197,367,7,662220
26.8,1923,4,3,1,0,0,48770,2379,5,1068446
63.9,2415,7,4,3,0,0,59739,1925,5,1106482
110.9,2255,6,4,2,0,0,48512,2532,6,915286
39.3,2299,6,4,2,0,0,67885,1588,6,1144118
45.6,1753,5,3,2,0,0,54675,891,7,932826
22.9,1456,4,2,1,0,0,42267,1107,6,708073
68.0,885,3,2,1,0,0,60007,1564,7,764413
19.0,2392,6,3,2,0,0,43503,2076,6,779251
29.2,1192,4,2,2,0,0,55883,1837,8,1086857
54.7,1506,5,3,2,0,0,51473,1398,5,752920
73.6,2555,5,3,2,0,1,94056,1297,8,892105
15.4,1395,4,2,1,0,0,40000,1917,5,747997
104.6,2292,7,4,3,0,0,121116,1458,8,1280067
60.4,922,2,1,1,0,0,40000,1451,5,533526
53.9,2916,8,5,3,0,0,56888,540,6,1412343
24.6,2631,7,4,3,0,1,103248,1674,10,1223538
42.8,2086,5,3,2,0,0,59817,2365,7,919994
95.5,1714,5,3,2,0,0,66915,1088,6,648563
28.0,928,3,2,1,0,0,77326,1124,7,985925
40.4,1624,3,2,1,0,1,58130,4900,8,570594
25.6,2329,5,3,2,0,0,120724,3162,8,1393706
35.6,1321,3,2,1,0,0,119934,3960,7,1085252
37.8,1707,4,2,1,0,0,54080,1674,5,575262
38.7,4076,9,5,3,1,1,63508,2467,7,1500000
38.4,1871,5,3,2,0,1,56202,2089,6,1165027
21.0,1541,5,3,2,0,1,46500,1467,7,955926
38.4,1361,3,2,1,0,0,88614,1207,8,855236
26.0,1845,4,3,1,0,0,50467,663,8,1114665
26.4,2262,5,3,2,0,1,49865,6345,6,768647
35.0,3279,8,5,3,0,0,113137,2166,10,1460033
14.9,1260,4,2,1,0,0,54723,1383,6,807626
46.5,3014,6,4,2,0,1,148484,1911,10,1348735
34.3,1514,3,2,1,0,0,61128,2095,7,775779
56.4,1229,3,2,1,0,0,40000,4282,6,643156
25.6,1497,3,2,1,0,0,55766,930,5,890784
30.4,1896,3,2,1,0,0,64900,4161,5,918058
35.1,1459,3,2,1,0,0,43150,1296,6,651014
57.1,2258,4,3,1,0,0,67533,2004,7,917365
37.7,2340,7,4,3,0,1,58432,1090,7,1230079
43.1,2820,6,4,2,0,1,60853,9741,4,1216139
37.6,2042,6,3,3,0,0,40000,3362,5,883341
45.5,1050,2,1,1,0,1,52777,1486,5,656828
50.8,2183,5,3,2,0,0,62532,1275,6,857320
51.5,2063,5,3,2,0,0,45545,1531,6,924256
16.5,2654,7,4,3,0,0,69189,2736,7,883283
57.4,1923,4,2,1,0,1,51115,998,5,1255330
18.0,2404,5,3,1,0,0,44830,6208,5,925023
69.6,3313,8,5,3,0,1,61582,2512,5,998567
38.2,2206,5,3,2,0,1,94355,2221,8,1212981
63.1,2254,6,4,2,0,0,65825,2392,8,909004
47.2,2061,5,3,2,0,0,65367,1761,7,877134
64.8,3091,8,5,3,0,0,68557,2361,7,1167129
71.3,3405,8,5,3,0,1,40000,982,5,1221225
47.9,3156,7,4,3,0,0,64511,1614,5,1174388
35.4,1331,3,2,1,0,1,40000,2385,5,773628
79.0,947,2,1,1,0,0,64832,2043,6,919235
39.9,2031,5,3,2,0,1,63583,1162,6,941024
10.3,1218,3,2,1,0,1,81369,1185,8,1116562
87.2,2925,6,4,2,0,1,98061,1178,9,1239056
17.7,1481,3,2,1,0,1,75959,2005,6,850127
15.0,3128,8,5,3,0,1,61863,1308,7,1089422
60.1,2311,7,4,3,0,0,63441,2265,5,571404
20.0,2488,7,4,3,0,1,88277,547,8,1342436
32.8,3089,6,4,2,0,1,66810,2580,7,1382396
62.0,4304,8,5,3,0,1,72620,3263,7,1354717
24.4,1935,5,3,2,0,1,69745,1696,6,1029785
60.8,1540,2,1,1,0,1,112544,1210,10,717681
53.2,1892,7,4,3,0,1,81273,2402,7,731909
28.1,1928,5,3,2,0,0,61613,1674,5,856179
36.9,2025,4,2,1,0,0,43836,1139,7,686461
43.9,2354,5,3,2,0,1,58558,1207,6,914027
38.6,2267,4,3,1,0,0,135273,1541,9,1409512
15.4,1537,4,3,1,0,0,71761,2183,6,948825
25.0,1522,4,2,2,0,0,42345,1345,5,754942
38.6,2461,6,3,2,0,0,53740,3402,5,952741
52.6,3189,6,4,2,0,1,54543,4289,4,938433
57.5,2164,4,3,1,0,0,90205,1998,6,1035583
50.9,1384,3,2,1,0,0,143991,893,10,1224898
34.7,1767,5,3,2,0,0,49798,1368,7,807708
21.5,3037,7,4,3,0,0,51645,3327,6,1049051
45.9,1545,4,2,1,0,1,80870,3219,7,605888
22.2,1263,5,3,2,0,0,59649,2199,5,600353
49.3,2662,7,4,3,0,0,40000,1210,6,1016656
29.7,2433,5,3,2,0,1,43989,1917,5,994402
40.6,1283,2,1,1,0,0,70250,1221,7,629561
49.0,2298,6,3,2,0,0,69045,3282,7,805532
22.6,1549,5,3,2,0,1,70239,2493,6,755739
36.1,1855,3,2,1,0,0,64142,2265,6,762810
